iid	model	creator	title	date	department
und:gq67jq10b61	Etd	Quan Zhou	Achievement differences between Chinese and Non-Chinese Asians in America: Linking Parental Involvement with Student Academic Achievement by Race-Ethnicity	2004-05-10	University of Notre Dame::College of Arts and Letters::Sociology
und:gt54kk93n58	Etd	Atanas Ventzeslavov Koulov	Using Small Molecules to Mediate and Influence Biomembrane Function	2005-02-28	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:gt54kk93p2j	Etd	Xiang Wang	Measurement and Analysis of Microdamage in Bone	2005-02-24	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:gt54kk94b8s	Etd	Carolyn M. Shirey	Methods for Studying Lipid-Protein Interactions and Studies of Ceramide 1-Phosphate		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:gt54kk94b2q	Etd	Angelica Frausto	Mother Satisfaction with Father Caregiving and Multigenerational Coparenting		University of Notre Dame::College of Arts and Letters::Psychology
und:h128nc60853	Etd	Kevin J. Vaughn	The Organ Masses of Gaston Litaize (1909-1991): The Culmination of a Twentieth-Century Liturgical Genre		University of Notre Dame::College of Arts and Letters::Music
und:gx41mg77m34	Etd	Jacob B. Hoffman	Utilizing Quantum Dot Assemblies for Light Harvesting Applications		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:gx41mg77386	Etd	Eliseo Marin-Rimoldi	Monte Carlo Simulations for Phase Equilibria and Software Development		University of Notre Dame::College of Engineering::Chemical and Biomolecular Engineering
und:h128nc60c9d	Etd	Edithstein Taeyin ChoGlueck	FUME		University of Notre Dame::College of Arts and Letters::English
und:h415p843p2c	Etd	Vahideh Ghanbari	Dissipativity/Passivity Based Control Design for Symmetric and Switched Systems with Application to Medical Robotics		University of Notre Dame::College of Engineering::Electrical Engineering
und:h702q527g2c	Etd	Micayla A. Bowman	The Earliest Steps of Protein Folding: Conformational Biases within the Unfolded Ensemble and during Folding		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:h702q526r90	Etd	Scott Robert Stolpa	Spatially Resolved Near Surface Motions in the Atmospheric Boundary Layer	2005-02-22	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:h128nc60x08	Etd	Samantha F. Anderson	Missing Data in Randomized Pretest Posttest Studies: A Growth Curve Perspective		University of Notre Dame::College of Arts and Letters::Psychology
und:hh63st76k35	Etd	Steven J. Schweitzer	Reading Utopia in Chronicles	2005-04-26	University of Notre Dame::College of Arts and Letters::Theology
und:hm50tq59w3j	Etd	Nathan Wallace	Culture, Reconciliation, and Identity in Edmund Burke, Matthew Arnold, and Edward Dowden	2004-10-04	University of Notre Dame::College of Arts and Letters::English
und:hd76rx93b1q	Etd	Jason Edward Lennon	Phenomenology of Supersymmetry With Large Tan Beta	2005-04-05	University of Notre Dame::College of Science::Physics
und:hh63st7789q	Etd	Ewa A. Dzik	Experimental Thermochemistry of Select Uranyl and Neptunyl Phases		University of Notre Dame::College of Engineering::Civil and Environmental Engineering and Earth Sciences
und:ht24wh26f42	Etd	Juan Jiang	Electrochemical Studies of Nanostructured Materials: The Synthesis and Size Effect Dependence of the Adsorption of Organic Molecules and Applications to Biosensors	2005-02-15	University of Notre Dame::College of Engineering::Chemical and Biomolecular Engineering
und:ht24wh26f8f	Etd	Annette Vitale Brown	Total Synthesis and Precursor Directed Biosynthesis of Epothilone Analogues	2004-08-19	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:hm50tq59w6k	Etd	Adam Michael Alessio	Statistical Modeling and Reconstruction of Rebinned PET Measurements	2003-08-07	University of Notre Dame::College of Engineering::Electrical Engineering
und:ht24wh2748x	Etd	Dahyeon Kim	Imagery, Valence, and Working Memory in Depression		University of Notre Dame::College of Arts and Letters::Psychology
und:j098z893064	Etd	Paul James LeBlanc IV	Measurement and R-Matrix Analysis of the 15N(p,g)16O Reaction Cross Section	2010-10-07	University of Notre Dame::College of Science::Physics
und:hx11xd09r5s	Etd	Samuel Stanford Chan Rund	Circadian and diel rhythms of the Anopheles Gambiae mosquito	2013-09-19	University of Notre Dame::College of Science::Biological Sciences
und:ht24wh2747k	Etd	Andika Suhardjo	Development of a High Resolution Hydrodynamic Model for the Asian-Pacific, Indian Ocean, and Associated Marginal Sea Basins for Tidal Predictions		University of Notre Dame::College of Engineering::Civil and Environmental Engineering and Earth Sciences
und:hx11xd10d3r	Etd	Amanda M. Holland	Iron Pincer Complexes with a Pyrrole-Based PNP Ligand: Synthesis and Reactivity		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:j3860576970	Etd	Oscar Pellon-Cardenas	Regulation of Canonical Wnt Signaling in Epithelia	2012-09-21	University of Notre Dame::College of Science::Biological Sciences
und:j386057701d	Etd	Justin Jon Schader Wilcox	Exploring the Ecology of Eukaryotic Symbionts in Long-Tailed Macaques (and Beyond)		University of Notre Dame::College of Science::Biological Sciences
und:j098z893p9c	Etd	Matthias Wolf	Search for the Higgs Boson Decaying to Hadronic Tau Pairs in Association with Top Quark Production		University of Notre Dame::College of Science::Physics
und:j3860576z56	Etd	McKenna LeClear	Explaining Variation in Social Distance from Religious Out-Groups: A Cross-National Study of Muslims in Minority Contexts		University of Notre Dame::College of Arts and Letters::Sociology
und:j6731259k41	Etd	Tiphaine Anne Williams	Wind Effects on Tall Buildings	2003-12-08	University of Notre Dame::College of Engineering::Civil and Environmental Engineering and Earth Sciences
und:j9601z4312j	Etd	Christian K. Hunter	Robust Water Resource Decision-Making Under Internal and External Uncertainties: A Study of Latin America		University of Notre Dame::College of Engineering::Civil and Environmental Engineering and Earth Sciences
und:j9601z43j3j	Etd	Hythem Sidky	Predicting Elastic Properties of Liquid Crystals from Molecular Simulation		University of Notre Dame::College of Engineering::Chemical and Biomolecular Engineering
und:j6731259r1j	Etd	Lorenzo Bonaiti	Reactions to the Publication of <em>The Complete Works of Primo Levi </em>		University of Notre Dame::College of Arts and Letters::Romance Languages and Literatures
und:jd472v2649r	Etd	Javier Mocarquer	Políticas de género y sexualidad en el Cono Sur: Gabriela Mistral, Victoria Ocampo y Cecília Meireles en las esferas pública y privada	2015-05-14	University of Notre Dame::College of Arts and Letters::English
und:jh343r10373	Etd	Eredzhep Menumerov	Novel Nanomaterial Fabrication Techniques for Catalysis, Sensing, and Electronics		University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:jh343r1035d	Etd	Kathryn Ann Sontag	Computational Study of Upstream-Propagating Potential Disturbances in an Axial Flow Compressor		University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:jd472v26s89	Etd	Alan Claude Liddell, Jr.	Applications of Newton Homotopies		University of Notre Dame::College of Science::Applied and Computational Mathematics and Statistics
und:jm214m92v7f	Etd	Brian Fitzpatrick	Sector Differences in the Effects of Teacher Characteristics on Student Outcomes		University of Notre Dame::College of Arts and Letters::Sociology
und:jh343r1036r	Etd	Abigail G. Jorgensen	The Mommy Politic: Understanding Motherhood's Impact on Voting Behavior		University of Notre Dame::College of Arts and Letters::Sociology
und:jq085h76n6c	Etd	Christopher B. Wotta	The Metallicity Distribution of the Circumgalactic Medium of Galaxies at <em>z</em> &lt; 1		University of Notre Dame::College of Science::Physics
und:jm214m92v5r	Etd	Xiaojing Yan	Advances in Large-Scale Bottom-Up Proteomics by Capillary Zone Electrophoresis-Electrospray Ionization-Tandem Mass Spectrometry Coupled with Prefractionation Steps		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:jm214m93c0z	Etd	Angela M. Kurth	Analyzing the Still Face Paradigm Using Longitudinal Techniques		University of Notre Dame::College of Arts and Letters::Psychology
und:js956d59x21	Etd	Lisa E. Irimata	An Anatomic Breast Phantom Mimicking Varying Levels of Radiographic Tissue Density for Investigating Contrast-Enhanced Detection of Microcalcifications		University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:jq085h76n82	Etd	Michael Tze-Sung Longenecker	The Contingently Non-Concrete: Uses and Nature		University of Notre Dame::College of Arts and Letters::Philosophy
und:js956d59d73	Etd	Laura Lemna	Incremental Adjustments		University of Notre Dame::College of Arts and Letters::Art, Art History, and Design
und:jw827942j5q	Etd	Aanuoluwa Adeola Adelani	Genetic Approaches and Therapeutic Strategies Against Severe Malaria	2014-10-02	University of Notre Dame::College of Science::Biological Sciences
und:k0698626g4x	Etd	Erin M. Franks	A Regional and Hierarchical Assessment of Cranial Plasticity and Dietary Adaptations		University of Notre Dame::College of Science::Biological Sciences
und:js956d59x83	Etd	Eve A. Granatosky	Biosynthetic Access to the GEX1A Scaffold: A Novel Therapeutic Approach for Niemann-Pick Type C Disease		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:k3569309808	Etd	Seog Joon Yoon	Role of Mixed Halide on Photophysical Properties of Organic-Inorganic Hybrid Perovskite Compounds		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:k930bv75p0p	Etd	Carlos Melendez-Guerrero	Transitional Partisanships and Political Linkages after Post-Party System Collapse: The Case of Peru		University of Notre Dame::College of Arts and Letters::Political Science
und:k6439z92h9n	Etd	Danyal Floisand	Probing Structure and Dynamics Using Simulations That Connect to Vibrational Spectroscopy		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:k6439z9316j	Etd	Jeff Snapper	Ontological Commitment, Paraphrase, and Nihilism		University of Notre Dame::College of Arts and Letters::Philosophy
und:k930bv75t2m	Etd	Tania Sarfraz	Metropolis		University of Notre Dame::College of Arts and Letters::English
und:kd17cr59k8n	Etd	Brian Yong Lee	"Members of Christ": Reevaluating the Significance of Stoic Language and the Unity of Paul's Argument in 1 Corinthians		University of Notre Dame::College of Arts and Letters::Theology
und:k930bv76b3w	Etd	Levi UC Nkwocha	Muslim-Christian Dialogue of Life via Hospitality: A Theology of Abrahamic Asymmetric-Mutual Substitutive Responsibility Applied in an African Context		University of Notre Dame::College of Arts and Letters::Theology
und:kd17cr59358	Etd	Joseph R. Pauszek	Incorporating Visual Asymmetries into a Semantic-Based Theory of the Symbolic Control of Attention		University of Notre Dame::College of Arts and Letters::Psychology
und:kh04dn42c4g	Etd	Sarah Snider	Grippled		University of Notre Dame::College of Arts and Letters::English
und:ks65h992239	Etd	David Joel Janetski	Ecological Effects of Introduced Pacific Salmon in Great Lakes Tributaries	2012-05-02	University of Notre Dame::College of Science::Biological Sciences
und:ks65h992208	Etd	Rosanne Catherine Martyr	Toward a Unified Parametrization of Bottom Friction for Riverine, Tidal and Hurricane Surge Analysis	2012-12-14	University of Notre Dame::College of Engineering::Civil and Environmental Engineering and Earth Sciences
und:ks65h992q2v	Etd	Siyi Qu	Development of Chemically-Tailored Copolymer Nanofiltration Membranes		University of Notre Dame::College of Engineering::Chemical and Biomolecular Engineering
und:kp78gf08q5b	Etd	Sarah Elizabeth Frost	Memory Architecture for Quantum-dot Cellular Automata	2005-04-18	University of Notre Dame::College of Engineering::Computer Science and Engineering
und:m039k358k9h	Etd	Faruk Eray DÌ_zenli	Re/Presenting Labor: Economic Discourse, Value, Ethics	2006-08-28	University of Notre Dame::College of Arts and Letters::Economics
und:kw52j675g8b	Etd	Aamir Ahmed Khan	3-Dimensional, High-Resolution Oxygen Microscopy <em>in Vivo</em> through Multiphoton Phosphorescence Lifetime Imaging		University of Notre Dame::College of Engineering::Electrical Engineering
und:m039k359906	Etd	Gabriel J. LaBonia	Investigation of <em>In Vitro </em>Models for Colon Cancer Research		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:m039k359848	Etd	Benjamin K. Mayala	Climate Change and Variation on Malaria Transmission in Tanzania		University of Notre Dame::College of Science::Biological Sciences
und:m613mw2556h	Etd	Angela Gugliotta	"Hell With the Lid Taken Off:" A Cultural History of Air Pollution &ndash; Pittsburgh	2005-02-21	University of Notre Dame::College of Arts and Letters::History
und:m613mw2554t	Etd	Marianne Alicia Malo Chenard	Narratives of the Saintly Body in Anglo-Saxon England	2003-12-12	University of Notre Dame::College of Arts and Letters::English
und:m326m042203	Etd	Javier (Xavi) Lanao Cámara	Lawless Possibilities: A Powers Account of Natural Modality		University of Notre Dame::College of Arts and Letters::Philosophy
und:m613mw2542t	Etd	Juan Francisco Yepez Albornoz	Essays of the Effectiveness of Capital Controls	2012-04-30	University of Notre Dame::College of Arts and Letters::Economics
und:mc87pn91q88	Etd	Shishir K. Rai	Zinc Diffusion in GaAsSb from Spin-on Glass Dopant Sources	2004-12-16	University of Notre Dame::College of Engineering::Electrical Engineering
und:m613mw25b31	Etd	Fattaneh Bayatbabolghani	Secure Biometric Computation and Outsourcing		University of Notre Dame::College of Engineering::Computer Science and Engineering
